0,0.9147605,1,0.3549876,0.08234274,1,2,2,3,3,0,10
1,0.8649735,0.8888889,0.7717478,0.07373434,1,6,2,2,0,0,10
2,0.6169684,1,0.5396251,0.1101216,1,2,0,4,4,1,11
3,0.8671324,1,0.6395048,0.07925594,1,3,1,3,3,0,10
4,0.8719788,0.8888889,0.647788,0.08851004,1,3,1,4,2,0,10
5,0.8180499,0.8888889,0.7532757,0.07597995,1,2,1,5,2,0,10
6,0.7955797,0.8888889,0.6543304,0.09790921,1,2,1,2,5,0,10
7,0.9602298,0.8888889,0.6557559,0.07466751,1,4,2,4,0,0,10
8,0.657542,1,0.7798216,0.07086158,1,3,0,3,4,0,10
9,0.6442358,0.8888889,0.8052027,0.06571174,1,3,0,5,2,0,10
10,0.8362025,0.8888889,0.6882831,0.08510745,1,4,1,2,3,0,10
11,0.6442358,0.8888889,0.8052042,0.06571162,1,3,0,5,2,0,10
12,0.8435099,1,0.6769398,0.08873403,1,3,1,3,4,0,11
13,0.823697,0.875,0.7839776,0.06152189,1,5,1,2,1,0,9
14,0.9602298,0.8888889,0.6986955,0.07276595,1,4,2,4,0,0,10
15,0.8180499,0.8888889,0.7473142,0.07682335,1,2,1,5,2,0,10
16,0.5383613,0.8888889,0.5248877,0.1329857,1,1,0,3,5,1,10
17,0.6442358,0.8888889,0.8271252,0.06147867,1,3,0,5,2,0,10
18,0.9196069,0.8888889,0.5658643,0.09368616,1,2,2,4,2,0,10
19,0.8671324,1,0.62668,0.07925618,1,3,1,3,3,0,10
20,0.8671324,1,0.6266795,0.07925636,1,3,1,3,3,0,10
21,0.9602298,0.8888889,0.6986951,0.07276601,1,4,2,4,0,0,10
22,0.8180499,0.8888889,0.7473159,0.076823,1,2,1,5,2,0,10
23,0.8719788,0.8888889,0.6579191,0.08302736,1,4,1,3,2,0,10
24,0.9602298,0.8888889,0.6986948,0.07276624,1,4,2,4,0,0,10
25,0.8260742,0.8,0.8022375,0.07894379,1,7,2,2,0,0,11
26,0.8180499,0.8888889,0.7866949,0.06587154,1,5,1,2,2,0,10
27,0.7955797,0.8888889,0.642172,0.1008992,1,2,1,2,5,0,10
28,0.7955797,0.8888889,0.6615247,0.09178919,1,2,1,2,5,0,10
29,0.8671324,1,0.6260381,0.07934737,1,3,1,3,3,0,10
30,0.8789842,1,0.6048266,0.1048046,1,2,2,2,4,0,10
31,0.6266122,0.8888889,0.6482841,0.1014236,1,2,0,4,3,1,10
32,0.8435099,1,0.6769391,0.08873457,1,3,1,3,4,0,11
33,0.9196069,0.8888889,0.6009685,0.0873577,1,2,2,4,2,0,10
34,0.8991009,0.9,0.5322253,0.1047076,1,2,2,4,3,0,11
35,0.6450863,0.9,0.6360146,0.09715825,1,3,0,3,5,0,11
36,0.7814988,0.8,0.8071377,0.07108098,1,6,1,2,2,0,11
37,0.6046756,0.9,0.6346503,0.1292728,1,2,0,3,5,1,11
38,0.9395115,0.9,0.4082764,0.1045638,1,3,2,4,2,0,11
39,0.8558026,1,0.6657165,0.08752656,1,3,1,4,3,0,11
40,0.9196069,0.8888889,0.5901071,0.0919013,1,2,2,4,2,0,10
41,0.819418,0.9090909,0.5734958,0.1159149,1,3,1,3,5,0,12
42,0.6077551,0.8888889,0.8304722,0.06027091,1,3,0,6,1,0,10
43,0.8067763,0.9,0.5345768,0.1235137,1,2,1,5,2,1,11
44,0.657542,1,0.780856,0.06992888,1,3,0,3,4,0,10
45,0.9602298,0.8888889,0.698697,0.07276571,1,4,2,4,0,0,10
46,0.8067763,0.9,0.5491824,0.1168861,1,2,1,5,2,1,11
47,0.9196069,0.8888889,0.6009664,0.08735794,1,2,2,4,2,0,10
48,0.6442358,0.8888889,0.8239291,0.06241065,1,3,0,5,2,0,10
49,0.8671324,1,0.7414369,0.07244378,1,3,1,3,3,0,10
